,PCA Score,Pn,Title,Abstract,Date,Applicant,Inventor,IPC
44,0.005120121081931837,WO2014008514A2,SHAPED-CHARGE WELL STIMULATION FOR INCREASING ACCESS TO LIQUID IN AN UNDERGROUND RESERVOIR,The present invention provides for a method of enhancing access in an underground liquid reservoir by using a shaped charge in a well to create a rubble zone.,20140109,UNNIVERSITY OF CALIFORNIA [US],MORIDIS GEORGE J [US],E21B  43/    16            A I
45,0.004900776257656721,WO2013192169A1,CURRENT DIVERTER RING,"The current diverter rings (CDRs), captured CDRs, bearing isolators, and explosion-proof CDRs serve to dissipate an electrical charge from a rotating piece of equipment to ground, such as from a motor shaft to a motor housing. One embodiment of the explosion-proof CDR includes a stator that may be mounted to the equipment housing and a rotor that may be mounted to a shaft. The rotor may rotate with the shaft may be encompassed by stator and a cap, which cap may be secured directly to the stator or the housing. A conductive assembly may be positioned in a radial channel formed in the stator such that the conductive assembly contacts the shaft to conduct electricity from the shaft to the housing. Another embodiment of an explosion-proof CDR does not require a rotor. The explosion-proof CDR may be configured to define a flame path to achieve various explosion-proof certifications.",20131227,INPRO SEAL LLC [US],HOEHLE NEIL F [US],H01R  39/    12            A I
73,0.004650594597674734,WO2014098836A1,CHARGE CASE FRAGMENTATION CONTROL FOR GUN SURVIVAL,"A method for forming a perforation is disclosed. The method comprises positioning a perforating gun at a desired location in the formation. The perforating gun comprises a gun body and a charge carrier. The method further comprises disposing one or more shaped charges within the charge carrier. The one or more shaped charges comprise an outer case, an inner liner, and an explosive material retained between the outer case and the inner liner. The outer case of the shaped charge comprises one or more predefined fracture lines. The method further comprises detonating at least one shaped charge, wherein detonating the at least one shaped charge forms one or more perforations in the formation.",20140626,HALLIBURTON ENERGY SERV INC [US],HALES JOHN H [US],E21B  43/  1185            A I;E21B  43/   117            A I;E21B  43/   263            A I
9,0.004214897766445971,WO2016197375A1,POWER BATTERY CAP STRUCTURE AND POWER BATTERY,"Disclosed are a power battery cap structure and a power battery. The power battery cap structure comprises a cap sheet, a negative electrode pole, a conductive sheet and a turnover sheet, wherein the conductive sheet and the negative electrode pole are electrically connected to each other, and the negative electrode pole and the cap sheet are insulatively assembled together. The turnover sheet comprises a welding part, a boss of a solid structure and a connection part between the welding part and the boss, wherein the boss is provided in a centre position of the connection part, and the welding part is provided on an outer edge of the connection part; the welding part is electrically connected to the cap sheet, the boss and the conductive sheet are not in contact, and when the pressure inside the power battery increases, the turnover sheet is pressed by the pressure from the interior of the power battery to move upward so as to electrically connect the boss to the conductive sheet. The power battery cap structure and the power battery in the present invention can effectively increase the flow-through area of the contact surface between the boss and the conductive sheet, reduce overflow current, and lower the probability that the turnover sheet becomes fused, thereby effectively lowering the risk of fire or explosion in the battery and significantly improving the safety performance of the power battery.",20161215,CONTEMPORARY AMPEREX TECHNOLOGY CO LTD [CN],LI QUANKUN [CN],H01M  10/    00            A I;H01M   2/    04            A I;H01M   2/    26            A I;H01M   2/    34            A I
167,0.003996808668394878,WO2017119205A1,"METAL COMPOSITION, INTERMETALLIC COMPOUND MEMBER AND BONDED BODY","A Cu-Ni-Co-Sn alloy which is an intermetallic compound obtained by a reaction between molten Sn and a Cu-Ni-Co alloy is produced. An intermetallic compound member (100) which is configured from the Cu-Ni-Co-Sn alloy is then produced. This intermetallic compound member (100) constitutes a bonded body (150) together with a first bonding object (101) and a second bonding object (102). The average crystal grain size of the intermetallic compound member (100) to which Co is added is smaller than the average crystal grain size of a conventional intermetallic compound member (800) to which Co is not added. Consequently, the intermetallic compound member (100) has a higher plastic deformability than the conventional intermetallic compound member (800) at high temperatures. This intermetallic compound member (100) is therefore not susceptible to brittle fracture.",20170713,MURATA MANUFACTURING CO [JP],NOGUCHI MASUMI [JP],B23K  35/    22            A I;B23K  35/    30            A I;C22C   9/    06            A I
157,0.003839545505442055,WO2017119228A1,"DIE DEVICE, MOLDING APPARATUS, INJECTION MOLDING SYSTEM, AND MOLDING MANUFACTURING METHOD","[Problem] The present invention addresses the problem of providing a die, injection molding system and molding manufacturing method that limit the outflow of pressurized fluid injected into the cavity. [Solution] A die device and molding apparatus comprising: shafts 27 that are provided on a first die 205 and/or a second die 206 that form a molding space 200 and are for pushing a molding formed from resin that is injected into the molding space 200; ring-shaped elastic members, which are for supporting the shafts 27 and in which the open part of a groove formed along the circumferential direction faces toward the molding space; and an injection part, which is provided on the first die 205 and/or the second die 206 and is for injecting pressurized fluid into the molding space 200.",20170713,SUZUKI YASUHIRO [JP],SUZUKI YASUHIRO [JP],B29C  45/    34            A I;B29C  45/    17            A I;B29C  45/    43            A I
130,0.003305185052941006,WO0187779A1,PUMPING ARRANGEMENT FOR A HOUSEHOLD WATER PURIFIER,"This invention relates to a device for a household water purifier in which raw water is pressurized and is filtered by means of inverted osmosis, ultra or nanofiltration or the like. The device is provided with a central unit having a first part (10) comprising a vane pump (12) with a pump housing (16) and a second part (11) comprising a filter connected to the first part. The first part (10) is shaped of plastic or the like and the pump housing is (16) at least partly surrounded by a liner (17), which consists of a material which differs from the material of the pump housing, and the liner (17) is at least partly surrounded by the first part (10).",20011122,ELECTROLUX AB [SE],DELLBY FREDRIK [SE],F04D  13/    12            A I;B01D  61/    08            A I;B01D  61/    10            A I;B01D  61/    20            A I;C02F   1/    44            A I;F04C   2/   344            A I;F04C  15/    00            A I;F04C  23/    00            A I
34,0.0032135403837917804,WO2014158044A1,UNSUPPORTED PROPULSION SYSTEM,"The unsupported propulsion system comprises a cavity for the circulating movement of a liquid or gas in the direction of a force produced, or counter to this direction. A channel for movement in the direction of a force produced with acceleration comprises a channel which converges along the movement path and has a screw or a worm and devices for increasing the level of pressure of flow, in particular in the form of a series of cones with flow cross sections which reduce in size and with communication of cavities between said cones with a channel with the reverse direction of movement and with a higher pressure level, i.e. with the implementation of flow conditions as in the case of cumulative explosion or under an aircraft wing, where the flow has both increased speed and increased pressure. At the end of the accelerating channel there is mounted a dome-shaped cavity, for example in the form of a cone, for turning and decelerating the flow, as in the case of a jet engine switched over to reverse thrust. A channel for moving the decelerated flow, with the opposite force, comprises a series of barriers, for example in the form of meshes, which break down the total pressure drop into smaller pressures which determine an overall small rate of movement with a resultant force also in the required direction. In order to close off the movement, another, for example toroidal, cavity is installed which connects the output of the channel for decelerated movement to the input of the accelerated channel.",20141002,OLEYNOV GENNADY ALEKSANDROVICH [RU],OLEYNOV GENNADY ALEKSANDROVICH [RU],F03H  99/    00            A I
135,0.002901489258803814,WO03069211A1,METHOD FOR LINING A PIPE OR MAIN,The present invention relates to lining a pipe (20) or main with a liner (10) of plastic material. The liner is provided with means such as longitudinal grooves (11) to enable fluid trapped between the liner and the surrounding pipe to pass along the liner to escape through a vent (21) provided in the surrounding pipe. The liner is preferably folded or deformed prior to insertion into the pipe such that its width is less than that of the inside diameter of the pipe to be lined. The liner is preferably folded or deformed such that it has a non-circular cross-section such as a C-shaped cross-section.,20030821,LATTICE INTELLECTUAL PROPERTY [GB],PARKES ADRIAN SYDNEY [GB],F16L  55/   165            A I
16,0.00287089570271232,WO2016099606A1,VEHICLE BATTERY MODULE WITH COOLING AND SAFETY FEATURES,"A battery pack apparatus is disclosed that reduces the possibility of thermal runaway by improving the transfer of heat from the battery body and apparatus to the coolant by increasing the surface area of contact between the two. Principles of shape charge are used to drive debris, splinters and other particles towards the ground in an automobile in the event of an explosion, thereby reducing the possibility of harm to the driver, occupants and automobile. Fire retardant cartridges are suitably embedded to deter fire and incidental harm to person and automobile.",20160623,XINEN TECHNOLOGY HONG KONG COMPANY LTD [CN],CHAN JOHN R [US],H02K   9/    19            A I;B60R  16/    04            A I
118,0.002868786065330307,WO9925541A1,VENTING METHOD TO BE USED IN FORMING CLOSURE LINERS,"A method for forming a liner (20) in a closure (10) for a container includes forming a plastic closure cap (10) having a circular top wall portion (12) and a depending annular skirt portion (14) depending from the top wall portion, and depositing a quantity of moldable liner forming plastic material (14) in the cap. A liner forming assembly which has a liner tip (66) and a liner sleeve, the liner tip being axially movable relative to said liner sleeve (62), and the liner sleeve defining a plurality of circumferentially located, radially oriented venting channels (72) positioned on an outer surface thereof, is advanced into the cap to engage the sleeve with the cap, adjacent to the venting channels, to define a liner space (76). The liner tip is advanced into the cap, relative to the liner sleeve, to compress a liner forming material to form the liner while restraining the flow of moldable plastic between the sleeve and the cap, and while venting gas out of the liner space through the venting channels.",19990527,ALCOA CLOSURE SYSTEMS INT INC [US],SMEYAK LAWRENCE M [US],B29C  43/    18            A I;B29C  43/    36            A I;B29C  70/    80            A I;B29C  33/    10            A N
108,0.002828205135038894,WO2011106586A1,METHOD OF FORMING A COMPOSITE CLOSURE,"A method of manufacturing a composite closure, including an outer closure cap and an inner sealing liner, comprises providing a closure cap having an annular skirt portion including an annular lip that defines an annular recess adjacent a top wall portion of the cap. Molten plastic is compression molded within the closure cap to form the inner sealing liner adjacent the top wall portion, with the periphery of the sealing liner positioned within the annular recess of the closure cap. A plurality of circumferentialiy spaced gussets are provided within the annular recess for controlling the flow of the molten plastic during liner formation, thereby facilitating the venting of air to abate formation of voids in the sealing liner.",20110901,CLOSURE SYSTEMS INT INC [US],STONEBRAKER ROBERT L [US],B29C  70/    80            A I;B65D  41/    02            A I
103,0.002628540941210754,WO2009144515A2,ANTI-CAPSIZING DEVICE AND METHOD FOR SPEEDBOATS,"A floating anchor (2) containing an airbag (3) placed in a rocket shaped plastic casing (1 ), is placed in a launching tube (5) at the bow of the speedboat facing the water, at an angle. When the speedboat takes a dangerous inclination, a gyroscopic mechanism (13) switches off the engine of the speedboat and detonates the charge (6) in the launching tube (5) and launches the rocket (1 ) in the water at an angle. The rocket (1 ) enters the water, unfold the connecting rope (4) and the moment this rope fully unfolded and stretched, it mechanically activates the airbag detonator (8). The airbag (3) expands, breaks the external casing of the rocket (1 ) and deploys the floating anchor (2) in the water. The boat slows down sharply and avoids capsizing and/or collision. The floating anchor (2) can be detached from the speedboat at the connecting point (22) when the releasing mechanism (21 ) receives an electric impulse from a button in the dashboard. This will detach the floating anchor (2) from the boat. In this case the floating anchor (2) sinks so as to avoid entanglement with incoming boats. Following some preset time, a water soluble mechanism (18) (fig.4&5) allows a can with pressurized air (23) to inflate a balloon (17) that brings the floating anchor (2) to the surface for collection, after the water soluble capsule (24) has been dissolved.",20091203,SAGIROGLOU IOANNIS [GR],SAGIROGLOU IOANNIS [GR],B63B  21/    48            A I
50,0.0023266370355939942,WO2013139168A1,AUTOMATIC-AIMING SECONDARY SPEEDUP MATRIX CANNON,"Provided is an automatic-aiming secondary speedup matrix cannon, to solve the problems of low aiming precision and a short firing range of a cannon, and a short firing range and low aiming precision of a common missile. The automatic-aiming secondary speedup matrix cannon comprises gun barrels (1) arranged in a matrix, a radar (5), an automatic-aiming computing system (4), and an aiming servo system (3), and further comprises a cannonball having a secondary speedup setting (7, 12) and a maximum range self-destruction setting (8, 14). A spiral channel is arranged in each gun barrel, so that the cannonball rotates in a gun barrel section, so as to ensure that the warhead is fired according to a preset track. The cannonball obtains a very high initial speed in the gun barrel section, and the cannonball further has the secondary speedup setting, so as to hit a target accurately with a high speed. A matrix cannonball group that does not hit the target conducts self explosion and burning upon reaching the maximum firing range, so as to avoid blasting objects other than the target. The settings are applicable to matrix guns and missiles, and multiple matrix cannons can be associatively set, thereby achieving the capability of long-range accurate strike of the target.",20130926,ZHAO WENZHI [CN],ZHAO WENZHI [CN],F41F   1/    08            A I;F41A  21/    18            A I;F41F   1/    00            A I
92,0.0019587842997509145,WO2011057564A1,COMBINED FRACTURING AND PERFORATING METHOD AND DEVICE FOR OIL AND GAS WELL,"A combined fracturing and perforating method and device for oil and gas well are disclosed. The method and device can fracture deeply a formation while perforating. The method utilizes an explosion of perforating charge (5) in a combined fracturing perforator to ignite primary gunpowder in the perforator, and burning of the primary gunpowder ignites secondary gunpowder in the perforator; the time difference between a pressure peak of the primary gunpowder and a pressure peak of the secondary gunpowder is 5-10 milliseconds, thus forming an energy complementation, and forming a continuous high-pressure state in the hole, and extending the length of crack. The primary gunpowder is mainly composed of ammonium perchlorate and hydroxyl terminated polybutadiene, and the secondary gunpowder is mainly composed of ammonium perchlorate and polyether. The gun body of perforating gun in the combined fracturing and perforating device is provide with a pressure releasing hole (8) which is directly facing the jet direction of perforating charge; a sealing sheet (9) is arranged on the pressure releasing hole (8). An inner gunpowder box (6) and an outer gunpowder box (7) are installed on the cylindrical charge frame (4), wherein the inner gunpowder box (6) which contains the primary gunpowder is mounted in the cylindrical charge frame (4), and is located between the adjacent shaped-charge perforating charges, and the outer gunpowder box which contains the secondary gunpowder is attached to the outer wall of the cylindrical charge frame (4).",20110519,TONG OIL TOOLS CO LTD [CN],ZHANG GUOAN [CN],E21B  43/   116            A I
23,0.0018529313860571274,WO2015161681A1,AN INERT SEAL EXPLOSION SUPPRESSION DEVICE USED FOR HAZARDOUS CHEMICAL CONTAINERS AND DEFENSE METHOD,"An inert seal explosion suppression device used for hazardous chemical container, and a defense method responding to multistage shaped charge that aims at conducting sympathetic detonation on oxygen-contained hydrocarbon gas in gas-phase space of the container in a mode of detonation inside the follow-through warhead container. The device comprises an inert seal device arranged on the hazardous chemical containers. The device comprises an U-shaped sleeve (3), a Y-shaped penetrating pipe is arranged inside the U-shaped sleeve, one upper port of the U-shaped sleeve is communicated with the gas-phase of a gas inert seal medium source, the other upper port of the U-shaped sleeve (3) is communicated with the container in gas-phase state through an inert seal disc on the top of the corresponding container, a port on the gas distribution side of the Y-shaped penetrating pipe is hung in a vertical pipe on the gas distribution side of the U-shaped sleeve, a side port of the container is connected with a spraying pipe on the top of the container, a bottom port communicated with a liquid-state fire protection medium source through a bottom connection pipe of the U-shaped sleeve, that can use a liquid valve of the sleeve as a large and small breath valve, and can use a liquid valve of the penetrating pipe as a safety relief valve, that can isolate systematically the atmosphere and restrain permanently the combustion explosion condition of the gas-phase space in the container and the pipelines.",20151029,SUN QIANGDAN [CN],SUN QIANGDAN [CN],B65D  90/    44            A I;B65D  81/    20            A I;B65D  90/    22            A I
74,0.001509122318712589,WO2014200675A1,METHOD AND APPARATUS FOR FABRICATING COMPOSITE STRINGERS,Method and tooling apparatus (561) for forming a composite charge (584) into a stringer (554) having an l-shaped cross-section. A substantially flat composite charge is placed on a die set (570) and press-formed into a die set cavity (582) to form a stringer hat (586). A stringer base (558) is formed by press forming the composite charge against the die set. The die set is used to compress the stringer hat into a stringer web (560) having a bulb (590) on one end thereof. A stringer cap (556) is formed by press forming the bulb within a recess (578) in the die set.,20141218,BOEING CO [US],CHAPMAN MICHAEL R [US],B29C  70/    46            A I;B64C   1/    06            A I;B29L  31/    00            A N
149,0.00150365581725809,WO2017120590A1,PORTABLE SOLAR LIGHT,"A portable solar light system is configured to move from outdoors during the day, wherein batteries are charge by photovoltaic cells, to indoors at night to provide lighting. A portable solar light system has a Sight fixture that has one or more solar light assemblies attached thereto. A photovoltaic cell is configured on a top surface of the tight fixture and the light projects light from the bottom surface of the light fixture, Sn addition, a light fixture has a top and bottom connector to allow easy placement of the fight fixture both outdoors and indoors. The top and/or bottom connectors have attachment features to allow a hook to be attached to enable the light fixture to be hung in a desired location and the bottom connector may be attached to a stand-base to form a floor lamp. An extension rod may be configured into the top or bottom connectors.",20170713,REEVES RAY [US],REEVES RAY [US],F21S   9/    03            A I;F21S   2/    00            A I;F21V  11/    06            A I;F21V  17/    10            A I;F21V  23/    00            A I;H01L  31/   042            A I;H02S  10/    40            A I
3,0.0013001049926664664,WO2008037104A2,METHOD AND DEVICE FOR DETERMINING FIRING PARAMETERS,"The present invention relates to a method and a device (10) for determining the firing parameters of a tank, an armoured vehicle or the like, that comprises at least one cannon (13), at least one calculator (14) for determining the firing parameters, and means for controlling the cannon (13) in order to adjust the firing angles according to the firing parameters. The device (10) comprises means (11) for determining the temperature of the blasting charge of the ammunition (12) when loading the same into the cannon (13) just before firing, and means for integrating this measure in order to determine the firing parameters. The means for determining the effective temperature of the ammunition blasting charge when firing include a weighting curve that is previously determined and stored in a databank related to the calculator (14) for correcting the outer temperature of the ammunition case and/or cap measured upon firing.",20080403,BONIFAY MICHEL [CH],BONIFAY MICHEL [CH],F41G   3/    12            A I
84,0.0011492430598615058,WO2012140527A1,IMPACT EXPLOSION PREVENTION OF DISABLED ROCKETS,"A vehicle protection system for vehicle windows against RPGs, comprising an RPG countenneasure mechanism (an active disruption mechanism that propels an object at an incoming RPG or a static structure) that results in a disabled RPG that cannot explode as a liner shaped charge warhead but can still explode, and a set of transparent panels attached to the vehicle, the panels large enough to cover the windows of the vehicle, the panels of the set of transparent panels inclined relative to an imaginary vertical plane nonnal to a surface that the vehicle rests on by an angle that is between 20,and 40 degrees, the panels made of rigid material, such as PMMA. for absorbing an impact from the disabled RPG so that it never reaches the threshold deceleration needed to explode.",20121018,RAFAEL ADVANCED DEFENSE SYS [IL],BRILL ALON [IL],F41H   5/   013            A I
86,0.0009905329879014624,WO2012091595A2,"A TUBE SHAPED DEVICE FILLED WITH A LIQUID MEANS FOR THE PLANTS NUTRITION AND / OR PROTECTION, A PROCESS OF THIS DEVICE CONSTRUCTION AND ITS USAGE","This invention is related to device, its production process and also to the usage of the tube shaped device (1) filled with a liquid means (6) for the plants nutrition/protection, which is inserted into the substrate (8), as much as closer to the main plant, where discharge occurs. Novelty is reflected in the way of forming and removing the shutters now obtained by heating wax, resin, plastic, rubber, hot-melt glues and compounds of similar characteristics, upon which they become a liquid mass in which the openings of the tube are to be immersed; in this way, the film, after being hardened, forms the membrane (3a, 3b) which, due to the pressure to the sides of the tube (1), out- breaks; unlike of classic shutters which makes production and usage more complicated and makes some waste after being used. If the means which will form an elastic membrane are in charge, its removing is to be done rather by divestment tan by breaking or penetration (by direct pressure).",20120705,KOSTIC MARKO [RS],KOSTIC MARKO [RS],A01C  15/    02            A I
163,0.00097496699957887,WO2017119807A1,CAP FOR SOLENOID VALVES,"The present invention provides a cap for a solenoid valve wherein the cap is configured for dispersing water from the wiring terminals of solenoids to improve the reliability of the solenoid, in event of water ingress into the solenoid. The cap includes wiring terminals at a peak with a slope for directing water away from the wiring terminals.",20170713,PETROLIAM NASIONAL BERHAD (PETRONAS) [MY],HARINDRAN V R [MY],F16K  31/    06            A I;H01F   5/    06            A I;H01F   7/   127            A I;H01R  11/    09            A I
185,0.00095468132527783,WO2017119871A1,KRYSTAL KLEEN,"The present invention provides a rack assembly that supports stemware in an inverted position and is configured to slidably mount inside of a dishwasher, thereby permitting the washing and drying of the stemware. The rack assembly is comprised of a box shaped wireframe that has plurality of supporting bars on top side of the wireframe. The supporting bar is interrupted at predetermined position to form multiple loops. The loops are configured to receive the stem of the stemware from open side and support the stemware in inverted position wherein the base of stemware rest on the loop. The rack assembly further includes a clip member that is positioned adjacent to the loop and hinged to the supporting bar. The clip member is configured to pivot and press against the base of the stemware, thereby preventing the stemware from shaking or moving during washing.",20170713,MCNAMARA ELAINE [US],MCNAMARA ELAINE [US],A47L  15/    50            A I
180,0.000646282170585676,WO2017119483A1,"ORGANIC ELECTRONIC MATERIAL, ORGANIC ELECTRONIC ELEMENT, AND ORGANIC ELECTROLUMINESCENT ELEMENT","One embodiment of the present invention relates to an organic electronic material containing a charge-transportable polymer or oligomer, the charge-transportable polymer or oligomer having a structural unit that includes an aromatic amine structure substituted by a fluorine atom.",20170713,HITACHI CHEMICAL CO LTD [JP],FUNYUU SHIGEAKI [JP],H01L  51/    50            A I;C09K  11/    06            A I;H05B  33/    02            A I;H05B  33/    10            A N
87,0.0003618140554992013,WO2011112646A2,SHAPED CHARGE LINER COMPRISED OF REACTIVE MATERIALS,"A shaped charge liner is provided. The shaped charge liner comprises a first material denser than 10 grams per cubic centimeter (g/cc) and a reactive material. The first material is concentrated in a middle of the liner and decreased in at least one of an apex and a skirt of the liner, and the reactive material is concentrated in at least one of the apex and the skirt of the liner and decreased in the middle of the liner.",20110915,HALLIBURTON ENERGY SERV INC [US],GLENN CORBIN S [US],E21B  43/   117            A I;F42B   1/   032            A I
10,0.0002865429059806869,WO2016155408A1,MULTIPURPOSE LEAD CONNECTING DEVICE,"A multipurpose lead connecting device comprises a bottom plate (1), a conducting plate (3), a lead pressing screw (5), a flame retardant box (6), a support (11), and a housing (9). A bottom plate fixing hole (2) is formed in the bottom plate (1). The support (11) is disposed on the bottom plate (1). The flame retardant box (6) consists of a rear panel, a bottom panel, two side panels, and an inserting plate (12). The lead pressing screw (5) is mounted on the conducting plate (3). The housing (9) is dustpan-shaped. The housing (9) is fixed on the bottom plate (1) by using a housing fixing screw (8). The multipurpose lead connecting device prevents sparking and red burning of a ground screw meeting lightning current due to poor contact caused by oxidation corrosion in long-term exposure to wind and rain, avoids fire disasters and explosion accidents endangering devices and public safety, avoids incapability of opening the ground screw due to corrosion, and facilitates ground resistance measurement experiments; the multipurpose lead connecting device can also be used for electric lead connection and branching and has functions such as fire prevention, explosion prevention, water prevention, rust prevention and easiness in disassembly.",20161006,STATE GRID CORPPRATION OF CHINA [CN],WANG XIANGYUN [CN],H01R   4/    36            A I;H01R  13/    52            A I
51,0.00017723868845806413,WO2013137641A1,CYLINDRICAL SAFETY STRUCTURE AND RESCUE METHOD USING SAME,"Provided are a cylindrical safety structure for preventing a massive magmatic explosion from occurring and a rescue method using same. The cylindrical safety structure according to the present invention includes: a plurality of arc-shaped unit blocks (100) which are assembled by using a coupling unit such as bolts (170) and nuts (172) so that a packing (150) is disposed in each of left/right and upper/lower bolt holes (111) to extend vertically and horizontally to construct the cylindrical safety structure. The rescue method using the cylindrical safety structure includes: searching a branch point, at which magma may erupt, through diastrophism and temperature variation; assembling the arc-shaped unit blocks to each other around the searched point to install the safety structure; leveling the ground within the installed cylindrical safety structure and discharging water introduced inside the cylindrical safety structure; drilling the ground on which the cylindrical safety structure is installed to come close to a magma layer; dropping a time bomb into the drilled hole; and detonating the dropped time bomb to allow the magma to erupt into the cylindrical safety structure.",20130919,SEOK SUN YUL [KR],SEOK SUN YUL [KR],E04H   9/    00            A I
56,-0.0004472976138421498,WO2016137883A1,SHAPED CHARGE SYSTEM HAVING MULTI-COMPOSITION LINER,"A technique facilitates perforation, including the perforation of a casing and formation. A shaped charge is formed with a case, a liner, and a high explosive material located between the case and the liner. The liner is formed of a powder material, e.g. a powder metal material. The powder material properties of the liner between an apex of the liner and a skirt of the liner may be selectively varied to provide a desired jet velocity and jet mass of the liner upon detonation of the high explosive material.",20160901,SCHLUMBERGER TECHNOLOGY CORP [US],YANG WENBO [US],E21B  43/    11            A I;E21B  43/   116            A I;E21B  43/   117            A I
8,-0.0005612900878618081,WO2016205803A1,EXPLOSION-PROOF CURRENT DIVERTING DEVICE,"A bearing isolator and explosion-proof current diverting device may be configured to dissipate an electrical charge from a rotating piece of equipment to ground, such as from a motor shaft to a motor housing. One aspect of an explosion-proof current diverter ring may include a stator that may be mounted to the equipment housing and a rotor that may be mounted to a shaft. The rotor may rotate with the shaft. A conductive assembly may be positioned in a radial bore formed in the stator such that the conductive assembly contacts the rotor to conduct electricity from the shaft to the housing through the explosion-proof current diverting device. The explosion-proof current diverting device may be configured to define a flame path to achieve various explosion-proof certifications.",20161222,INPRO/SEAL LLC [US],TEJANO ROBERT A [US],F16C  33/    76            A I;F16J  15/    00            A I;F16J  15/    16            A I
113,-0.0006512686911704082,WO2006038973A2,TITLE AND LINER BRACKET STRUCTURE FOR SWIMMING POOLS AND SWIMMING POOLS UTILIZING THE SAME,"A tile and liner bracket structure for swimming pools providing in conjunction with a liner-type pool, a peripheral tile and liner bracket member having a body whose outwardly facing surface directly substantially engages, and has a contour that substantially conforms to the contour of the inwardly facing surface of the pool wall and which is mounted on the pool wall to form a border adjacent to the top of the pool wall. A channel structure extends along a lower region of the inwardly facing surface of the bracket body at a level below the normal water line of the pool which receives and holds a bead provided at the liner edge. An elongate cap is affixed to the bead-receiving bracket structure. In one embodiment, the bracket structure comprises an extruded product formed of plastic about eight inches in height, about .08 inches in thickness and about 8 to 10 feet in length. The bracket member is flexible so that it can closely conform to the contour of the pool wall, not only along relatively straight lengths, but also along curved lengths.",20060413,LATHAM PLASTICS INC [US],,E04H   4/    00            A I
32,-0.000865137791041948,WO2014171651A1,APPARATUS FOR STORING ENERGY FILLED WITH HEAT TRANSFER OILS,"The present invention relates to an energy storing apparatus filled with heat transfer oils, and more specifically, to an energy storing apparatus filled with heat transfer oils wherein, by filling a module case in which a plurality of secondary battery cells is accommodated with heat transfer oils, thermal stability is obtained due to thermal equilibrium of a base module of the energy storing apparatus, and a thermal property of the plurality of secondary battery cells is kept uniform. Therefore, a decrease in the lifespan of the plurality of secondary battery cells can be minimized; charge-discharge performance can be improved; the risk of explosion can be reduced; heat can be quickly released to the outside; moisture and rust proofing can be achieved; and, even at extremely low temperatures, optimum performance can be maintained from the beginning by having a separate heating means inside the module.",20141023,EUGENE ENERFARM CO LTD [KR],CHAE JAE HUN [KR],H01M   2/    10            A I;H01M   2/    34            A I;H01M  10/    04            A I;H01M  10/    60            A I;H01M  10/    65            A I
21,-0.000901651538293853,WO2016047812A1,METHOD OF THE SHORTEST INTER-HOLE DELAY BLAST AND THE BLASTING AND DELAYING MEANS,"A method of blasting the rock, wherein the blastholes along the rows are fired with the shortest inter-hole delay time ranging from 0.1 ms to 4.5ms in such a manner that a stressfield propagates within the stressfield pre-propagated from the preceding adjacent blasthole, thereby enhancing the fragmentation and preventing the explosive energy released to the venting of explosion gas, and the environmental impact caused by the production of excessive sound. The shortest inter-hole delay time is obtained by the length of the shock tube which is a requisite for transmitting the initiation signals to the blastholes and is used in the non-electric bidirectional firing systems such as PULKKOT system. The shock tube itself is the precise blasting and delaying mean which could provide the shortest delay time at a lowest production cost, prevent the enormous economic loss due to the use of the delay detonators with the inter-hole delays of 9ms, 17ms, 25ms and 42ms, and increase the effect of the explosive energy over 1.5 times. The shortest inter-hole delay time may also be provided by the control of the electronic initiation system, but in which case, the cost is more than 5 times expensive. The present invention is based on practical experiences of more than 50 years and has been utilized in the blasting practices for over 20 years.",20160331,RYU IN MU [KP],RYU IN MU [KP],F42D   1/   055            A I;C06C   5/    00            A I;F42B   3/    00            A I;F42D   3/    04            A I;F42D   3/    06            A I
116,-0.0011379674349588564,WO2004071883A2,COMPOSITE CLOSURE WITH ENHANCED SEALING,"A composite closure (10) includes a plastic outer closure cap (12), and an inner sealing liner (22) positioned adjacent to an inside surface of a top wall portion (14) of the outer cap (12). In order to enhance sealing integrity with an associated container, the liner (22) is configured to include inward and outwardly facing sealing surface (32), with the provision of an annular sealing bead (28) providing a top/side seal with an associated container, and an annular sealing plug (34) fitting within the mouth of an associated container for providing an inside seal. The closure construction has been found to maintain sealing integrity with an associated container when the closure and container package is subjected to relatively high temperatures.",20040826,ALCOA CLOSURE SYSTEMS INT INC [US],HEARLD COY M [US],B65D  41/    04            A I
164,-0.0011714534625765923,WO2017119357A1,PHOTOVOLTAIC ELEMENT,"The purpose of the present invention is to improve the power generation efficiency of a photovoltaic element. Provided is a tandem-type photovoltaic element that uses titanium dioxide and silicon dioxide, wherein a silicon dioxide particulate which constitutes a first photovoltaic layer 24 made of silicone dioxide is thinly dispersed on a charge exchange layer 23 that is made of Pt and that has an uneven surface and on a first conductive film 22 that is made of FTO and that also has an uneven surface. Due to this configuration, a photovoltaic element with high power generation efficiency can be obtained.",20170713,INT FRONTIER TECH LABORATORY INC [JP],KOMATSU NOBUAKI [JP],H01G   9/    20            A I
