,PCA Score,Pn,Title,Abstract,Date,Applicant,Inventor,IPC
145,0.0028980896865644173,WO2016076053A1,VEHICULAR STRUCTURAL MEMBER,"Provided is a hollow-structured vehicular structural member comprising a hat-section member with a hollow portion forming member joined thereto, wherein fracturing in a joint portion is suppressed so that the effect by the hollow portion forming member of improving load bearing performance can be appropriately obtained from the initial period of collision. A first standing wall portion 22 and a second standing wall portion 32 are integrally joined so that, upon application of lateral collision load F, shearing direction load acts to suppress peeling. As a result, a good joint state of a joint portion P1 can be maintained, and predetermined load bearing performance can be stably obtained. In addition, a hollow portion forming member 14 having higher strength than the hat-section member 12 is disposed on a vehicle outer side, whereby the lateral collision load F can be appropriately received by the hollow portion forming member 14 from the initial period of collision. Accordingly, penetration into the cabin can be suppressed, whereby passenger safety performance can be appropriately ensured.",20160519,TOYOTA TEKKO KK [JP],KOSAKA HIROYASU [JP],B62D  25/    04            A I;B62D  25/    20            A I
268,0.002897617359596934,WO2017120241A1,ATOMIC LAYER ETCHING SYSTEM WITH REMOTE PLASMA SOURCE AND DC ELECTRODE,Implementations described herein relate to apparatus and methods for performing atomic layer etching (ALE). Pulsed plasma generation and subsequent bias application to plasma afterglow may provide for improved ALE characteristics. Apparatus described herein provide for plasma generation from one or more plasma sources and biasing of plasma afterglow to facilitate material removal from a substrate.,20170713,APPLIED MATERIALS INC [US],GODET LUDOVIC [US],H01L  21/  3065            A I;H01L  21/  3213            A I;H01L  21/    67            A I;H01L  21/   683            A I;H05H   1/    46            A I
232,0.0028810882772728912,WO2017119053A1,SOLID MATERIAL STORAGE HOPPER GUIDE DEVICE AND SOLID MATERIAL STORAGE HOPPER FACILITY,"The present invention prevents the contact of a conveyor with refuse accumulated in a hopper and allows effective use of the capacity of the hopper. This solid material storage hopper guide device is equipped with: an expandable/contractible guide body (3) disposed at the bottom of a cup-shaped hopper (2) which stores refuse (100) conveyed thereto by a conveyor (104) which drops the refuse through a top opening (2A) thereof; and an air compressor (4) that expands or contracts the guide body (3). When expanded, the guide body (3) becomes substantially cone shaped and guides the refuse (100) dropped from the conveyor (104) to side surfaces (21) of the hopper (2). When contracted, the guide body (3) is brought into a flat state substantially along the bottom of the hopper (2).",20170713,CHUGOKU ELECTRIC POWER [JP],YAMAGATA TAKASHI [JP],B65G  65/    30            A I;B65D  88/    62            A I
237,0.002690871745666526,WO2017118340A1,NOTIFICATION MESSAGE PROCESSING METHOD AND APPARATUS,"A notification message processing method and apparatus. The method comprises: monitoring a notification message of an application by means of an auxiliary function interface of an operating system of a smart electronic device (S100); and where the notification message containing a pre-determined keyword is monitored, performing corresponding processing on the notification message containing the pre-determined keyword according to a processing method corresponding to the pre-determined keyword (S110). In the method, different types of processing can be performed with regard to different notification messages, and the interference of some notification messages on a user can be prevented while processing methods for the notification messages are enriched, improving the degree of smart processing for the notification messages.",20170713,ALIBABA GROUP HOLDING LTD [CN],CHEN ZHAOYU [CN],G06F   9/    44            A I
5,0.002651966376045876,WO2017014740A1,LOW-DEBRIS LOW-INTERFERENCE WELL PERFORATOR,"A low-debris low-interference semi-solid well perforator having selectively variable free volume and method for providing such is disclosed according to one or more embodiments. The perforator may include a charge tube holding an independently floating axial stack of selectively variable divider segments, each having one or more concavities formed in upper and lower sides. The segments are arranged so that concavities of adjacent segments form sockets, into which shaped charges are located. The segments provide support to minimize deformation of shaped charge cases yet provide less than 360 degrees circumferential contact about the shaped charges to form selectively variable voids for collecting debris and spall resulting from detonation. The voids and floating segments attenuate detonation shock interference. A debris guard prevents debris from entering the wellbore. Relieving slots in the debris guard attenuates transmission of shock interference through the debris guard.",20170126,HALLIBURTON ENERGY SERVICES INC [US],ROBEY RICHARD E [US],E21B  43/    11            A I;E21B  43/   116            A I;E21B  43/   117            A I
4,0.002651966376045876,WO2017014741A1,LOW-DEBRIS LOW-INTERFERENCE WELL PERFORATOR,"A low-debris low-interference semi-solid well perforator having selectively variable free volume and method for providing such is disclosed according to one or more embodiments. The perforator may include a charge tube holding an independently floating axial stack of selectively variable divider segments, each having one or more concavities formed in upper and lower sides. The segments are arranged so that concavities of adjacent segments form sockets, into which shaped charges are located. The segments provide support to minimize deformation of shaped charge cases yet provide less than 360 degrees circumferential contact about the shaped charges to form selectively variable voids for collecting debris and spall resulting from detonation. The voids and floating segments attenuate detonation shock interference. A debris guard prevents debris from entering the wellbore. Relieving slots in the debris guard attenuates transmission of shock interference through the debris guard.",20170126,HALLIBURTON ENERGY SERVICES INC [US],ROBEY RICHARD E [US],E21B  43/    11            A I;E21B  43/   116            A I;E21B  43/   119            A I
161,0.0026189115210418935,WO9851481A1,"ARRANGEMENT, METHOD AND HOLLOW BODY IN CONNECTION WITH FORMING OF PLASTIC COMPONENTS","The invention can be implemented in connection with the moulding of plastic components which comprise reinforced plastic. The plastic components in question are hollow or comprise a porous core and are referred to, in accordance with the invention, by the expression hollow bodies. The invention relates to an arrangement for the moulding of hollow bodies which comprise reinforced plastic. The arrangement in this case comprises a flexible pressure membrane and a preformed core which is self-supporting. The invention also relates to a method for the moulding of hollow bodies using an arrangement according to the invention, and to a hollow body which has been moulded according to the method. The invention can be applied within many different areas where there is a need for hollow bodies which comprise reinforced plastic, for example within the area of the manufacture of vehicle components made of reinforced plastic. Among particularly preferred applications, there is the use of hollow bodies according to the invention for load-bearing elements, such as pillars and beams in motor vehicles.",19981119,VOLVO AB [SE],HANSSON WITOLD [SE],B29C  70/    44            A I
142,0.0026072486726390624,WO2017008869A1,HOLLOW-FLOOR ELEMENTS AND METHOD FOR MANUFACTURING A HOLLOW-FLOOR ELEMENT,"The invention relates to hollow-floor elements for use in a hollow-floor. The hollow-floor elements comprise at least two superimposed load-bearing individual panels, which are firmly joined together. Especially preferably the at least one load-bearing individual panel comprises a gypsum fibreboard. In addition the invention relates to a method for manufacturing such hollow-floor elements.",20170119,KNAUF GIPS KG [DE],BURCZECK JÜRGEN [DE],E04F  15/   024            A I;E04F  15/    10            A I
67,0.0025532718891366555,WO2014198737A2,APPARATUS FOR CHARGING OR ADJUSTING THE CHARGE OF AEROSOL PARTICLES,"The invention provides an apparatus for charging or altering the charge of gas-entrained particles in an aerosol, the apparatus comprising: (a) an ion generating chamber (1) containing a first electrode (2) for generating a corona discharge, the first electrode (2) being connected to a power supply of sufficiently high voltage to create the corona discharge; the ion generating chamber (1) having an ion outlet (10) through which ions generated by the corona discharge can leave the chamber (1); (b) a particle charging chamber (5) in which charging or altering the charge of gas-entrained particles in an aerosol takes place, the particle charging chamber (5) being in fluid communication with the ion generation chamber (1) and having an inlet and an aerosol outlet; and (c) an electrically non-conductive interface body (7) positioned between the aerosol particle charging chamber (5) and the ion generating chamber (1), the interface body (7) having a hollow interior which is in fluid communication with the ion generating chamber (1) and the aerosol particle charging chamber, and having a gas inlet (8) through which a stream of gas can be introduced into the hollow interior of the interface body (7).",20141218,PARTICLE MEASURING SYST [US],GORBUNOV BORIS ZACHAR [GB],H01J  27/    26            A I
225,0.0024930379665550947,WO2017119983A1,HANDHELD ENDOSCOPE,"A handheld endoscope has a disposable, single-use portion that includes a fluid hub, cannula and distal tip and a re-usable portion that includes a handle and display module. The electrical connection between the single-use and reusable portions is distally spaced from their mechanical connection and from the fluid hub. The distal tip includes LED illumination and an imaging module that feeds live video to the display module that is rotatable to allow viewing by the operator and others. The cannula and fluid hub are rotatable relative to the handle and includes separate lumens for fluid flow and an electrical cable. The fit resists rotation to maintain the relative positions of the cannula and handle until the application of a torque threshold. The single-use and re-usable portions mate and un-mate with each other via the physically separated mechanical and electrical connectors. Extruded cannula and molded distal tip parts can be separately formed which aids in manufacturing and assembly.",20170713,UROSEE CORP [US],OUYANG XIAOLONG [US],A61B   1/    00            A I;A61B   1/    04            A I
146,0.0024520397197708246,WO2016068114A1,SOLAR CELL PANEL SUPPORT BRACKET AND SOLAR CELL PANEL FRAME STRUCTURE USING SAME,"The purpose of the invention is to allow solar cell panels to be installed on a flat roof or the like extremely easily and at a low cost. Provided is a solar cell panel support bracket 41 comprising an anchoring section 42 that is fixed to a hollow concrete block for construction 31 serving as a foundation, and a panel supporting section 43 that supports the solar cell panel 11 and that is formed on the anchoring section 42, wherein the anchoring section 42 comprises: a top load bearing section 44 that contacts the top face 32 of the hollow concrete block 31 and supports the panel supporting section 43; a bottom load bearing section 45 that is under the top load bearing section 44 and faces the top load bearing section 44 across at least a portion of the hollow concrete block 31 and that contacts the surface of the hollow concrete block 31; and a linking integrated section 46 that separates the bottom load bearing section 45 from the top load bearing section 44 with a gap and integrates the same to the top load bearing section 44. The solar cell panel support bracket 41 can be anchored to the hollow concrete block 31 just by being inserted from the side.",20160506,AIYUSOLAR CO LTD [JP],TOMONO OSAMU [JP],E04D  13/    18            A I;H02S  20/    10            A I;H02S  20/    24            A I
2,0.0023149458769497087,WO2017024266A1,SHAPED CHARGE RETAINING DEVICE,An apparatus and method for connecting a shaped charge retainer to a shaped charge connecting that to a charged tube in a perforating gun for use downhole.,20170209,HUNTING TITAN INC [US],COLLINS WILLIAM R [US],E21B  43/   117            A I;E21B  43/   116            A I;E21B  43/   119            A I;F42B   3/    08            A I
122,0.002146356797316946,WO2017064510A1,DETECTOR ACCESS CHAMBER,"A detector access chamber (10) for a wireless directional detector(40), comprises a hollow body (12) having an open upper end (20) and a lower end (24) at an opposing end, a lid (16) engageable with the open upper end (20) of the body (12) and preferably adapted to accommodate at least a 40 tonne vehicular load, and a detector holder (38) within the body (12) to hold a wireless directional detector (40). In use, the lid (16) and the detector holder (38) together define a volume adapted to constrain internal reorientation of the wireless directional detector (40) caused by vibrations.A submergible detector system (42) is also provided.",20170420,NAL LTD [GB],MCGEE MICHAEL [GB],G08G   1/   042            A I;E01F  11/    00            A I;G01D  11/    24            A I
137,0.0020014931904305,WO2017021433A1,CERAMIC BONE CUTTER,"The invention relates to a cutting broaching tool (1) for intraoperatively obtaining bone material from a patient, comprising a main part (3) which rotates about a rotational axis (2) for securing on a rotating tool support and comprising at least one blade (4) which is rigidly connected to the main part (3). The aim of the invention is to prevent the tissue from reacting when using the broaching tool and thus prevent an increased risk of infection, to prevent a thermal load on the bone, to receive the bone material in the interior of the broaching tool, and to discharge the bone material to an external device. This is achieved in that the main part (3) has a cylindrical shape, is hollow, and surrounds a first cavity (5). The blade (4) or all of the blades (4) are formed integrally with the main part (3), extend in the direction of the rotational axis (2) of the main part (3) at a distance from an end face (6) of the main part (3), and surround a second cavity (7). The first cavity (5) is connected to the second cavity (7) in order to receive and transport the cut bone material, and the broaching tool (1) is made of a sintered ceramic material.",20170209,CERAM GMBH [DE],WECKER HEINRICH [DE],A61B  17/    16            A I;A61B  17/    00            A N
256,0.001808960307369615,WO2017119554A1,CLOSED TYPE TEETH CLEANING APPARATUS,"The present invention relates to a closed type teeth cleaning apparatus and, more particularly, to a closed type teeth cleaning apparatus which comprises: a main body including an outer case; a cleaning body coupled to the main body and having an internal flow path formed therein, wherein at least one nozzle is opened and formed at one end of the internal flow path and a receiving part is formed at the other end of the internal flow path; a connection part for coupling the main body and the cleaning body and having a connection flow path formed therein, wherein one end of the connection part is fixedly coupled to the main body and the other end of the connection part is inserted into the receiving part; and a first sealing part provided between the cleaning body and the connection part and having a hollow therein. The present invention is capable of improving the sealing performance of a flow path connecting a driving part and the nozzle, thereby preventing the loss of positive pressure or negative pressure and preventing the leakage of mouthwash or a cleaning solution.",20170713,BLUEREO INC [KR],LEE SEUNG MIN [KR],A46B  11/    06            A I;A46B  11/    00            A I
168,0.0018011086532747247,WO2013010221A1,SPARK TESTING APPARATUS,"The invention provides a method and apparatus for electronically testing the safety of sources of energy such as electrical circuits, in explosive atmospheres such as high risk mining situations, using an electronic spark tester (EST) in place of the known mechanical spark test apparatus (STA). The EST typically uses an analogue subsystem (5) and a digital subsystem (6) connected by a digital to analogue converter (7) and an analogue to digital connector (8) to apply a simulated spark load to the energy source and measure the time varying current response to that load.",20130124,CMTE DEV LTD [AU],SHEKHAR RAJIV CHANDRA [AU],G01R  27/    30            A I;E21F   9/    00            A I;E21F  17/    18            A I;F02B  77/    08            A I;G06F  11/    26            A I;H02H   1/    00            A I
274,0.001709831011256324,WO2017119701A1,MULTI-DEVICE BASED APPLICATION MARKETPLACE SYSTEM,"Provided is a multi-device based application marketplace system, which is commonly accessed by devices having different types of operating systems and provides an application that is serviced by a service server and is installable in each corresponding operating system. The multi-device based application marketplace system has a configuration comprising: a registration unit for receiving a service module from a developer terminal, generating SDK modules corresponding to multiple operating systems, respectively, coupling the generated SDK modules to the service module to generate and register service applications which can be installed in corresponding operating systems, respectively; a searching unit for classifying and providing the registered service applications, or providing a search function on the basis of a keyword; and a downloading unit for downloading a registered service application in response to a request from a user terminal. Since the multi-device based application marketplace system registers a service module in a single application marketplace, and provides applications that are installable in all operating systems, such as a mobile device, a PC, or the like, a service developer does not need to develop applications for multiple platforms, which can dramatically reduce time and costs expended for development.",20170713,PGMANGAMES [KR],KIM YOUNG HO [KR],G06Q  50/    10            A I;G06F   9/    44            A I;G06F  17/    30            A I;H04L  29/    06            A I
230,0.0015492516744502322,WO2017120074A1,USER NOTIFICATION OF CELLULAR SERVICE IMPAIRMENT,"When a user of a mobile device attempts to use an application having high data demands, the mobile device queries its cellular data provider to determine currently available data transfer rates, based on the geographic location of the mobile device and the demands on the cellular base station from which the mobile device is being served. If the base station is experiencing data congestion, which is likely to result in a less than optimum user experience, the mobile device displays a warning to the user suggesting that the user postpone usage of the application or try using the application in a different geographic location that is experiencing less congestion.",20170713,T-MOBILE USA INC [US],ZHANG HONGLIANG [US],H04L  29/    08            A I
216,0.0014725179882335464,WO2004109218A1,DEVICE FOR CONTROL OF FRAGMENT DISCHARGE FROM MAIN CHARGE LINERS,"The material or fragment discharge is controlled by means of a device (4) in connection to the triggering, preferably by means if an initiation charge (5), of the main charge (3) in the ammunition unit (1). The liner is devised as being exposable for effect from the explosive charge or charges (6) that are devised as being able to be initiate able upon or shortly prior to the triggering of the main charge. The explosive charge achieves, upon initiation a pre-deformation of the liner (4) prior to the liner being affected by the triggering of the main charge for said material or fragment discharge The fragment forms can be rendered more effective in relation to design solution known by prior art by means of the choice explosive charge form and placement, different fragment forms can obtain among different ammunition units.",20041216,BOFORS DEFENCE AB [SE],ROENN TORSTEN [SE],F42B   1/    02            A I
94,0.0014359225709749059,WO2012017504A1,MANUFACTURING METHOD FOR MICROPHONE,"A microphone has a first electrode, and a second electrode which is formed so as to face the first electrode across a hollow portion, wherein the first electrode is a parallel-plate-type provided with an electret layer. The manufacturing method for a microphone of the present invention contains a first step (S3) for measuring a capacity value and a bias voltage between the first electrode and the second electrode while applying a sweep to the bias voltage to between the first electrode and the second electrode; a second step (S4) for calculating the relationship between the sensitivity of the microphone and the amount of charge to be supplied to the electret layer on the basis of the measurement result measured at the first step; and a third step (S7) for charging the electret layer on the basis of the result calculated at the second step.",20120209,PANASONIC CORP [JP],OGURA HIROSHI,H04R  29/    00            A I;H01L  29/    84            A I;H04R  19/    04            A I;H04R  31/    00            A I
34,0.0011358730254046358,WO2016028667A1,THREAD SHAPED CONTACT ELECTRIFICATION FIBER,"An electrostatic power generation fiber comprising a thread-shaped core that comprises a conductive component; a charge building-inducting-tunneling layer on the core that comprises a contact electrification material. An embodiment of the present invention is directed to an electrostatic power generation fiber comprising: (a) a thread-shaped core that comprises a conductive component; and (b) a charge building-inducting-tunneling layer on the core that comprises a contact electrification material; wherein electrical charge, formed via contact electrification of the charge building-inducting-tunneling layer, travels along the core, which during electrostatic power generation the core is a constituent of an electrical network.",20160225,UNIV MISSOURI [US],KWON JAE WAN [US],H02N   1/    00            A I
194,0.0011323957613969436,WO2011090647A2,ELECTROMAGNETIC FORMED SHAPED CHARGE LINERS,"A perforating apparatus according to one or more aspects of the present disclosure comprises a carrier adapted to be deployed in a wellbore; a shaped explosive charge mounted on the carrier, the shaped charge comprising an explosive disposed inside of a case; and a conically shaped liner having an apex and a base disposed with the explosive in the case, the liner comprising an electromagnetically formed portion. The electromagnetically formed portion may comprise a thickness at the apex that is different from a thickness at the base.",20110728,SCHLUMBERGER CA LTD [CA],BOYER LEMOYNE [US],F42B   1/   028            A I;E21B  43/   116            A I
48,0.0010570787391125016,WO2016073390A1,CHARGER FOR GROUP OF DEVICES,"A charger (310) is described that is adapted to simultaneously charge a pair of portable devices (360, 370), such as an audio input/output earpiece and a portable host device with which the audio input/output earpiece communicates wirelessly. In some cases, the charger includes spaces that are sized and shaped to receive the portable devices of the pair.",20160512,MICROSOFT TECHNOLOGY LICENSING LLC [US],JENTZ LORENZ HENRIC [US],H02J   7/    00            A I;H04R   1/    10            A I
8,0.001025817193919874,WO2017097512A1,SHAPED CHARGE METAL FOAM PACKAGE,"An apparatus for storing and/or shipping explosive components, such as shaped charges, is generally described. In an embodiment, the apparatus includes a shielding assembly. The shielding assembly may include a shielding panel having a body made of metal foam and an aperture formed within the body. In an embodiment, the body is sandwiched between an upper and a lower layer. The shielding panel is configured to receive a shaped charge. Thus, the apparatus is capable of at least preventing and/or limiting ballistic transfer in the event of detonation of a shaped charge.",20170615,DYNAENERGETICS GMBH & CO KG [DE],MCNELIS LIAM [DE],F42B  39/    14            A I;F42B  39/    24            A I
42,0.0010056687381896458,WO2015184323A1,LOW ANGLE BOTTOM CIRCULATOR SHAPED CHARGE,A system and apparatus for reducing over penetration of a tubular with a shaped charge.,20151203,HUNTING TITAN INC [US],WILSON SHANE M [US],F42B   1/   028            A I;E21B  43/   117            A I;F42B   3/    08            A I
100,0.0009110121201155568,WO2015099632A1,MINING MACHINE REDUCTION DRIVE DISENGAGEMENT MECHANISM,"1. Technical field: mining machinery. 2. Direct application: in devices for the mechanical disengagement of engines from reduction drives of a cutting tool actuator. 3. Essence of the invention: it is proposed to provide a shaped recess (21-22) along the longitudinal axis (X) of a cup (3), in the form of a groove (21) connected to a nest (22), and to fasten a rod (2) in the recess in an initial position in such a way that a flat area (10) provided on the rod (2) is situated transversely to the longitudinal axis (X) of the cup (3), wherein the rod (2) is installed in the rear portion (4) of the cup (3) and is positioned in the shaped recess with the ability to rotate in the nest (22) and to move in the groove (21) along the longitudinal axis (X) of the cup (3), and the thickness (L10) of the rod (2) with the flat area (10) is made to be proportional to the width (L21) of the groove (21). 4. Technical result: increasing the operational reliability and decreasing the activation time of a reduction drive disengagement mechanism.",20150702,LTD LIABILITY COMPANY CORUM GROUP [UA],PANKOV DMITRIJ IVANOVICH [UA],E21C  31/    12            A I;E21C  35/    00            A I
234,0.0008640923266249364,WO2017118957A1,BUILDING BLOCKS AND BUILDING BLOCK ASSEMBLIES,"A building block (100) comprises at least one rigid panel member (120,140) on which at least one connection member is integrally formed and on which an intermediate aperture associated with the connection member is defined. The connection member comprises a receptacle body defined by a hollow shell member which is configured for entering into mated mechanical coupled engagement with a counter part connection member when the building block (100) and the counterpart connection member are moved relatively towards each other along a coupling direction. The receptacle internal peripheral wall (1221) comprises a first axial peripheral wall portion projecting away from a base on the panel member (120) and a second axial peripheral wall portion comprising the portion of the panel member (120) which defines the intermediate aperture．",20170713,FROLIC LTD [CN],CHAN TANG [CN],A63H  33/    08            A I
178,0.0005017240600961809,WO2015050765A1,SUB-CALIBER SHAPED CHARGE PERFORATOR,"A shaped charge for use in perforating a wellbore that includes a shaped charge case, a liner in the case, and explosive between the liner and case. Detonating the explosive inverts the liner to form a metal jet that forms a perforation in a side wall of the wellbore. The outer diameter of the liner open end is set radially inward from the inner diameter of the case opening to define an annular gap. Providing a gap between the liner and case allows more control of distribution of material of the liner into the jet.",20150409,BAKER HUGHES INC [US],WHITE RYAN S [US],E21B  43/    11            A I;E21B  43/   116            A I
134,0.0004747578316719825,WO2016125507A1,METHOD FOR JOINING MEMBERS,"In the present invention, a method for joining members involves preparing a steel component (10) having a bottom wall (11) in which a hole (15) is provided, and a hollow aluminum pipe (20). The aluminum pipe (20) is slipped through the hole (15) in the steel component (10) and passed through the bottom wall (11), rubber (30) is inserted into the interior of the aluminum pipe (20), and the rubber (30) is compressed in the direction of the axis (L) of the aluminum pipe (20) and induced to distend towards the outside from the inside. As a result of the foregoing, at least a section of the aluminum pipe (20) slipped through the hole (15) is induced to undergo enlarging deformation and is joined by swaging to the bottom wall (11). This method for joining members reduces the load on the members, improves the joint strength, and enables two members to be joined at reduced cost.",20160811,KOBE STEEL LTD [JP],MAEDA YASUHIRO,B21D  39/    06            A I;B21D  39/    20            A I
262,0.0003848334219373529,WO2017120043A1,Music Training System and Method,"A system and a method for music training are described. The system includes an application having an evaluation module, an event correlation module, and a feedback module. The application, upon receiving a live performance input via a user device from a musical instrument, generates digital performance data to analyzes various aspects of the performance in real-time. In one embodiment, the event correlation module compares the performance to a composite performance standard, while the evaluation module analyzes rhythm, tempo, duration, dynamics, pedaling, volume, articulation, and note, and the feedback module displays performance evaluation and music score in real-time. In this way, the system analyzes musical performance in a way that is akin to a highly developed musical human perception.",20170713,PERCEBE MUSIC INC [US],GONCALVES PITAGORAS [US],G09B  15/    02            A I;G09B  15/    00            A I;G10H   1/    00            A I;G10H   1/    34            A I;G10H   1/    36            A I
159,0.0003732528980989621,WO2013164600A1,FUEL CELL STACK ASSEMBLY,"A fuel cell stack assembly comprises a plurality of fuel cells in a stack, the stack defining two opposing parallel end faces. An end plate is disposed at each opposing end face of the stack. Each end plate defines a compression surface adjacent to and in compressive relationship with a respective one of the two opposing parallel end faces. A coupling mechanism is attached to the end plates to thereby maintain the fuel cells in the stack under compression. At least one, preferably both, of the end plates comprise a preformed element defining the compression surface, the preformed element being configured with a predetermined curvature such that the compression surface is a convex surface when the preformed element is not under load whereas, under the application of the load to maintain the fuel cells under compression, flexure of the preformed element between elements of the coupling mechanism causes the compression surface to become a substantially planar surface. This provides uniform pressure distribution across the end faces of the fuel cell stack using fewer and lighter weight components.",20131107,INTELLIGENT ENERGY LTD [GB],HOOD PETER DAVID [GB],H01M   8/    24            A I;H01M   8/    00            A N;H01M   8/    10            A N
155,0.0003460887701535633,WO2016050068A1,WAGON AND SIDE WALL THEREOF,"Disclosed is a wagon and a side wall thereof, comprising an upper part side wall (1), a middle part side wall (2) and a lower part side wall (3) which are connected from top to bottom in sequence and match vehicle clearance (L) so as to adjust the structures of the three according to the vehicle clearance to match the vehicle clearance, fully use the vehicle clearance, and enlarge the vehicle cubage. The three are all made of hollow aluminium section bars extruded along a longitudinal direction of a wagon body, which effectively reduces the weight of the side walls and provides a vehicle load bearing ability; the three all stretch along the longitudinal direction, which is convenient for production and manufacturing; and there is no joint connecting place along the longitudinal direction, presenting an integral structure, which is convenient for effectively shouldering side pressure of bulk goods and improving the load bearing stability. The upper part side wall (1), the middle part side wall (2) and the lower part side wall (3) all comprise an inner side plate (4) and an outer side plate (5) connected to each other, wherein a hollow cavity (6) is between the inner side plate (4) and the outer side plate (5), and a reinforcing rib (7) is provided in the hollow cavity (6).",20160407,QIQIHAR RAILWAY ROLLING STOCK [CN],ZHANG JUNLIN [CN],B61D  17/    08            A I
52,0.0003197746671955653,WO2016038951A1,HOLDING STATE DETECTION DEVICE,"A holding state detection device (10) is provided with: a housing (101) formed in a shape that can be held by an operator; a piezoelectric sensor (20) mounted in the housing (101); and a detection unit (30) that detects a state in which the housing is held, said state being detected using the change quantity of an output voltage of the piezoelectric sensor (20). The housing (101) has a hollow shape. The piezoelectric sensor (20) has a flat film shape. The piezoelectric sensor (20) is disposed in contact with the inner wall surface of the housing (101). The piezoelectric sensor (20) is configured from a piezoelectric film and a detecting conductor. The piezoelectric film generates a charge by expanding and contracting corresponding to displacement of the housing (101). The charge is outputted as a voltage to the detection unit (30) by means of the detecting conductor. When the detection unit (30) detects that the change of the output voltage of the piezoelectric sensor (20) is large, the detection unit identifies that the housing (101) is being held.",20160317,MURATA MANUFACTURING CO [JP],KIHARA TAKASHI [JP],G06F   3/    03            A I
72,0.0002853124834938334,WO2015068179A1,BOOSTER VALVE FOR PNEUMATIC CIRCUITS,"Booster valve (4) for pneumatic circuits, comprising: a hollow body (5), a pilot flow inlet/outlet gap (15) communicating directly with a control volume (16), an inlet/outlet gap (45) communicating with an actuator and communicating directly with an accumulation volume (29), a supplying gap (53) communicating directly with a supplying volume (38), a discharge gap (44), an amplified discharge shutter (25) which determines the sealing towards the discharge gap (44), a central device (43) comprising an amplified charge shutter (32) which determines the sealing towards the supplying gap (53), an activation piston (22) which, subjected to the pressure acting in the accumulation volume (29) and in the control volume (16), determines the movement of the amplified discharge shutter (25) or the amplified charge shutter, and having two separated and independent charge (47) and discharge (46) gain control devices which allow an independent adjustment between the charge and the discharge step and vice versa, and the central device (43) comprising a plurality of stakes (33), which, in combination with the passage sections determined by the opening of the amplified discharge shutter (25) and the amplified charge shutter (32) determine the flow amplification in discharge and charge steps.",20150514,STI SRL [IT],TONDOLO FLAVIO [IT],F15B  13/   042            A I;F16K  11/   048            A I
239,0.00015787627279335612,WO2017118991A1,ROTARY POSITIONING SYSTEM,A rotary positioning system configured to provide absolute referencing is provided. The rotary positioning system includes an encoder mounted on a motor shaft of a motor and configured to generate an index pulse corresponding to a complete rotation of the motor shaft. The rotary positioning system also includes a speed reducer coupled to the motor shaft and configured to reduce a rotary motion of the motor by a pre-defined ratio and an output drive shaft coupled to the speed reducer and configured to transfer the reduced rotary motion to a load. The rotary positioning system further includes a sensor mounted on the output drive shaft of the speed reducer and configured to determine an absolute orientation of the output drive shaft and a controller coupled to the sensor and configured to generate a correlation function of the absolute orientation and the index pulse count.,20170713,SYSTEMANTICS INDIA PVT LTD [IN],RAJU JAGANNATH [IN],F16H  61/    00            A I;B25J  13/    00            A I;G05B  19/    00            A I
44,0.00011137062235744863,WO2015179713A1,CONSISTENT ENTRY HOLE SHAPED CHARGE,An apparatus and method for specialized shaped charges that perforate similar sized diameter holes regardless of the fluid gaps between the shaped charge and the casing wall. A need exists for a shaped charge that will consistently create holes in the formation of similar diameter and penetration depth irrespective of the orientation of the shaped charge. In the examples below several embodiments are shown for specialized shaped charges that can perforate similar sized holes regardless of the fluid gaps between the shaped charge and the casing wall.,20151126,HUNTING TITAN INC [US],COLLINS WILLIAM R [US],F42B  12/    00            A I
136,9.482543580119818e-05,WO2016119194A1,MORTISE-AND-TENON-STRUCTURE WHEEL RIM LOCK RING FOR TIRE OF LARGE LOAD-CARRYING VEHICLE,"A mortise-and-tenon-structure wheel rim lock ring used for a tire of a large load-carrying vehicle, comprising two or more mutually connected identically-shaped tenon-and-mortise-structure single-block lock rings (1, 2). One end of the single-block lock ring is provided with a tongue-receiving hollow cavity (3), the other end thereof is provided with a protruding tongue (4); the tongue-receiving hollow cavity (3) and the tongue (4) of neighboring single-block lock rings fit together and lock tightly. The optimal number of the single-block lock rings is two to four. The lock ring mortise-and tenon cavity-protrusion-structure achieves a close fit and has a good locking function; the single-block lock rings are identically shaped, thereby facilitating manufacturing; assembly and disassembly thereof eliminate the need to perform an operation in which multiple people use a crowbar, and are thus convenient and safe.",20160804,SHANGHAI LIKANG INTERNAT TRADING CO LTD [CN],GAO SONGQIAN [CN],B60B  25/    14            A I
70,6.5173491817781e-05,WO2014052959A2,PORTABLE ELECTRONIC DEVICE CARRIER WITH ELECTRONIC INTERFACE FOR RECHARGING DEVICE BATTERY,An electronics device carrier for porting a battery powered electronic device is formed by outer walls surrounding a hollow volume. The electronic device is held within the hollow volume and can be operated without removing the electronic device from the carrier. An input interface comprising interface elements external to the outer walls provides an element suitable for interfacing with external power devices such as a power source or another power load. A device interface includes interface elements at least partially disposed internal to the outer walls for interfacing with the electronic device battery. A charge controller is disposed between the input interface and the device interface and is operable to connect elements connected to the input interface to the device battery to either recharge the device battery or use the device battery as a power source.,20140403,PROTONEX TECHNOLOGY CORP [US],LONG DAVID N [US],G06F   1/    32            A I
